iter	MultiClass
451	0.2927654149
452	0.2922684492
453	0.2912983118
454	0.2908468067
455	0.2902210255
456	0.2894286548
457	0.2888250876
458	0.2880474459
459	0.2875233309
460	0.2867348125
461	0.2862458174
462	0.2854960084
463	0.2847704852
464	0.2838372003
465	0.2831593439
466	0.2829555024
467	0.282392896
468	0.2819190465
469	0.2811271292
470	0.280669213
471	0.280131458
472	0.2795936207
473	0.2793338351
474	0.278966249
475	0.2786379723
476	0.2779416347
477	0.2768305979
478	0.2762141303
479	0.2755376322
480	0.274915938
481	0.2742101633
482	0.2738727693
483	0.2735272971
484	0.2729174596
485	0.2728941004
486	0.27270965
487	0.2719141327
488	0.271240208
489	0.2706187977
490	0.270206561
491	0.2696494697
492	0.2689808338
493	0.2686039142
494	0.2679448773
495	0.2674900023
496	0.2673049135
497	0.2668144187
498	0.2662401847
499	0.2657271027
500	0.2651770564
501	0.2643813051
502	0.2637486511
503	0.2632431486
504	0.2628678866
505	0.2625566615
506	0.2619593162
507	0.2613971253
508	0.2609376733
509	0.2603134073
510	0.2595903365
511	0.2591615364
512	0.2584172826
513	0.2576844158
514	0.2572663501
515	0.2566472749
516	0.256121833
517	0.2556094825
518	0.2552405814
519	0.2548397374
520	0.2545086707
521	0.2537693739
522	0.2529593022
523	0.2525604276
524	0.2520051517
525	0.2515432324
526	0.2511675384
527	0.2506179838
528	0.2502220286
529	0.249229126
530	0.2486260716
531	0.248464347
532	0.2480288548
533	0.2477169465
534	0.247258452
535	0.2468679206
536	0.2462691284
537	0.2453667799
538	0.2449332335
539	0.2446626067
540	0.2437972144
541	0.2434520743
542	0.2431690348
543	0.2426658941
544	0.2421124933
545	0.2418741669
546	0.2412084601
547	0.2406787844
548	0.2399859118
549	0.239568686
550	0.2391122865
551	0.2385797001
552	0.2377595445
553	0.2374801971
554	0.2371912333
555	0.2367236197
556	0.2365045655
557	0.2360361155
558	0.2355485234
559	0.2352926548
560	0.2349395121
561	0.2346264185
562	0.2341927655
563	0.2338387284
564	0.2335943149
565	0.2330892603
566	0.2329235186
567	0.2326702769
568	0.2322283371
569	0.2317632558
570	0.2314876359
571	0.2311220022
572	0.230575735
573	0.230099585
574	0.2296753673
575	0.2293200066
576	0.2289752627
577	0.2286944277
578	0.2283406637
579	0.2277204152
580	0.2272505543
581	0.2271036977
582	0.2267840546
583	0.2263866322
584	0.2260966422
585	0.2258220448
586	0.2255038452
587	0.225020228
588	0.224813066
589	0.2246661368
590	0.2243556324
591	0.2238021882
592	0.2236968092
593	0.2230414474
594	0.2226262432
595	0.2221244361
596	0.2215664231
597	0.2210603261
598	0.2206119609
599	0.2202151861
600	0.2196698593
601	0.2193186393
602	0.2190453062
603	0.2184050139
604	0.2179857276
605	0.2176551816
606	0.21722531
607	0.2169042471
608	0.2167150875
609	0.2162939367
610	0.2160306233
611	0.2157027947
612	0.2151180304
613	0.2147712159
614	0.2143089139
615	0.2139140194
616	0.2133692017
617	0.2128680223
618	0.2124361223
619	0.2121682217
620	0.2117620593
621	0.211356713
622	0.2109809807
623	0.2105108906
624	0.2100506545
625	0.209629852
626	0.2091111966
627	0.2085242987
628	0.2078822898
629	0.2076209364
630	0.2072692255
631	0.2070162907
632	0.2065532428
633	0.2062167909
634	0.206026467
635	0.2056615318
636	0.2054303012
637	0.2049707672
638	0.2045203295
639	0.2042491686
640	0.2039190961
641	0.2036824606
642	0.2030917546
643	0.2025907348
644	0.2020559334
645	0.2016967268
646	0.2011869479
647	0.2009122844
648	0.2005452074
649	0.2004091948
650	0.200078914
651	0.1998726847
652	0.1997106981
653	0.1993935217
654	0.1989725322
655	0.1988270685
656	0.1983747417
657	0.1981687954
658	0.1978488071
659	0.1973175662
660	0.1969065802
661	0.1966113009
662	0.1963459467
663	0.1959088491
664	0.1953563953
665	0.1949743943
666	0.1946751914
667	0.194516449
668	0.1942733562
669	0.1936697909
670	0.1930983518
671	0.1928570394
672	0.1925320649
673	0.192254719
674	0.1917528959
675	0.1913678139
676	0.1909066304
677	0.1907709811
678	0.1905593975
679	0.1902662045
680	0.1899997062
681	0.1898558774
682	0.1894862775
683	0.1892543065
684	0.1890129407
685	0.1886772655
686	0.1882081288
687	0.1878275337
688	0.1875503901
689	0.1872736596
690	0.1871491041
691	0.1867974991
692	0.1865795694
693	0.1860606915
694	0.1857537361
695	0.1852831944
696	0.1849240412
697	0.1843972349
698	0.1839277623
699	0.1835450017
700	0.1831750206
701	0.1827248437
702	0.1824355725
703	0.1820615638
704	0.181575378
705	0.1812607512
706	0.1808689922
707	0.1804025308
708	0.180136217
709	0.1799768461
710	0.1796777142
711	0.179308864
712	0.179139421
713	0.1787251793
714	0.1785603796
715	0.1783621867
716	0.1781501569
717	0.1778330702
718	0.177403309
719	0.1770658988
720	0.1768573593
721	0.1766118783
722	0.1762003469
723	0.1758557738
724	0.1754900871
725	0.175299984
726	0.175118667
727	0.1749088419
728	0.17460947
729	0.1742544324
730	0.1739636918
731	0.1736913665
732	0.1734200338
733	0.1732181791
734	0.1730601863
735	0.1728838614
736	0.1726762696
737	0.1724673752
738	0.172323081
739	0.1721395442
740	0.1719112855
741	0.1715938031
742	0.1713017924
743	0.171170626
744	0.1707295962
745	0.1704053192
746	0.1702956536
747	0.1700023798
748	0.1697402482
749	0.1695321457
750	0.1692990925
751	0.1691066754
752	0.1690249081
753	0.1686080572
754	0.1682934962
755	0.1679692826
756	0.1676796628
757	0.1673487502
758	0.1671881916
759	0.1670264508
760	0.1669928624
761	0.1665339281
762	0.166352197
763	0.166134359
764	0.16578359
765	0.1654799912
766	0.1650709127
767	0.1645049011
768	0.1643334775
769	0.16419594
770	0.164032699
771	0.1637295755
772	0.1635734043
773	0.1633308934
774	0.1629663885
775	0.1627071704
776	0.1623460539
777	0.1621273277
778	0.1617054877
779	0.1615473155
780	0.1613628747
781	0.1611337439
782	0.1610701312
783	0.1608373131
784	0.1607081028
785	0.1605969278
786	0.1602418737
787	0.1599501162
788	0.1596781674
789	0.1593361397
790	0.1590886983
791	0.1589318643
792	0.1585881884
793	0.1584391517
794	0.1582970255
795	0.1579561853
796	0.1577362205
797	0.1575469336
798	0.1571914153
799	0.1569403718
800	0.156734705
801	0.156606351
802	0.1563221305
803	0.1561201777
804	0.1559426972
805	0.1556595065
806	0.155339061
807	0.1551005933
808	0.1548036493
809	0.1545685566
810	0.1543379372
811	0.1540676957
812	0.1539138343
813	0.1536317825
814	0.1533920409
815	0.1530949921
816	0.1527981054
817	0.1525372526
818	0.1524049172
819	0.1522108708
820	0.1520350994
821	0.1518939061
822	0.151604859
823	0.151302199
824	0.1510194189
825	0.1508965621
826	0.1506326087
827	0.150472891
828	0.1503142273
829	0.150112484
830	0.1499786775
831	0.1497014599
832	0.1494726463
833	0.1492464786
834	0.1490483356
835	0.1488422635
836	0.1485287548
837	0.1481345348
838	0.1479006498
839	0.1477620676
840	0.1476595539
841	0.1473984597
842	0.1472108557
843	0.1469618063
844	0.1468811688
845	0.1465291314
846	0.146287761
847	0.1461038152
848	0.1458798209
849	0.1456231019
850	0.1453946127
851	0.1451182176
852	0.1448231185
853	0.1446325553
854	0.1443937525
855	0.1442341945
856	0.1441274058
857	0.1439216489
858	0.1436706849
859	0.1433397149
860	0.143014738
861	0.1429221297
862	0.1427116839
863	0.1424924467
864	0.1421988526
865	0.1419419438
866	0.1417404991
867	0.1415007207
868	0.1413658136
869	0.1410917097
870	0.1409811227
871	0.1408379333
872	0.140673838
873	0.1403113798
874	0.140174131
875	0.1399885266
876	0.1398748957
877	0.1397572916
878	0.1394005048
879	0.139266089
880	0.139215553
881	0.1390414687
882	0.1388457933
883	0.1385551577
884	0.1382088698
885	0.1380060243
886	0.1377732486
887	0.1374895137
888	0.1371532056
889	0.1369998111
890	0.1368224766
891	0.1365999401
892	0.1364314037
893	0.1361985686
894	0.1360890662
895	0.1358040479
896	0.1355460627
897	0.1353584107
898	0.1352275281
899	0.1350044035
900	0.1348342267
901	0.1346131103
902	0.1344294091
903	0.1342413274
904	0.1339693392
905	0.1338099135
906	0.1334718204
907	0.1333214312
908	0.1331048742
909	0.1329850461
910	0.1328413121
911	0.1324772663
912	0.1322873736
913	0.1320933921
914	0.131859947
915	0.1316373116
916	0.1313147863
917	0.131174304
918	0.1309629906
919	0.130730455
920	0.1306064628
921	0.1304081916
922	0.1302008491
923	0.1301219971
924	0.1298342265
925	0.1296787822
926	0.1294956076
927	0.1292853167
928	0.1292264437
929	0.1290649173
930	0.1288212757
931	0.128693583
932	0.1285381813
933	0.1283970263
934	0.1282248804
935	0.1280838695
936	0.1278366465
937	0.127679322
938	0.1274147893
939	0.1272517596
940	0.1270585386
941	0.1269361575
942	0.1268161921
943	0.1265288197
944	0.1263927383
945	0.1261941462
946	0.1259568823
947	0.1258748223
948	0.1257216715
949	0.1255331559
950	0.1254413696
951	0.1253130197
952	0.1252137421
953	0.1251597322
954	0.1248943378
955	0.1247044313
956	0.1245092315
957	0.1244151645
958	0.1242145795
959	0.1240758678
960	0.1238933893
961	0.1237716281
962	0.1235942958
963	0.123323825
964	0.123135587
965	0.1229462288
966	0.1227842208
967	0.1226183643
968	0.1225664201
969	0.12243377
970	0.1222829919
971	0.1222563589
972	0.1220897608
973	0.1218248588
974	0.1217367441
975	0.1216669823
976	0.1215613288
977	0.1212965888
978	0.1211389198
979	0.1209000749
980	0.1207545323
981	0.1205415302
982	0.1203987144
983	0.1202856554
984	0.1200968458
985	0.1199679043
986	0.119862153
987	0.1197701927
988	0.1195816766
989	0.1193855396
990	0.1193174542
991	0.1191626659
992	0.1190976762
993	0.1189355168
994	0.1187639697
995	0.1186840289
996	0.1186160541
997	0.1182956654
998	0.1181775302
999	0.1181111922
